encuesta,encuestador,sexo,edad,entidad,facultad,turno,tipo_transporte,gasto_transporte,gasto_comida,presupuesto_semana,tiempo_transporte,actividad_transporte,cercania_transporte,numero_transporte,promedio,actividad_extra,tiempo_descanso,ausencia_recursos,fuente_ingresos,frecuencia_retardos,apoyo_transporte,impacto_transporte
1278,10,1,20,2,4,3,1,1,5,4,2,2,1,1,4,1,3,2,1,4,1,1
1279,21,1,21,4,4,2,2,4,2,4,1,1,1,1,4,1,4,2,2,1,1,2
1280,39,1,22,11,7,3,3,1,3,1,3,1,1,2,2,2,3,1,1,1,1,1
1281,7,2,24,5,6,1,1,4,4,4,3,2,1,1,4,1,4,2,1,4,1,2
1282,8,2,23,4,4,3,2,4,2,4,1,3,2,1,3,1,4,2,1,1,1,2
1283,10,2,20,6,4,1,4,3,1,2,2,2,1,1,3,1,4,2,1,1,1,1
1284,21,2,21,10,4,1,1,4,2,4,2,4,1,1,4,2,4,2,1,4,1,1
1285,8,1,20,15,4,3,1,1,3,4,2,2,1,2,2,1,3,2,2,1,4,2
1286,21,2,20,3,4,1,4,4,2,2,3,3,1,1,4,2,3,2,1,3,1,1
1287,7,1,23,2,3,2,1,4,5,4,3,4,1,1,3,1,4,2,1,4,1,2
1288,23,2,22,7,6,3,1,1,1,1,5,2,2,2,4,2,2,2,1,4,1,1
1289,21,2,20,1,4,1,1,4,2,2,2,1,1,1,4,2,2,2,1,1,1,1
1290,8,1,19,10,4,3,1,4,3,4,3,1,2,1,4,2,4,2,2,1,2,2
1291,8,1,24,5,4,3,1,4,3,4,2,2,2,1,2,1,4,2,2,4,4,1
1292,23,2,23,4,6,2,3,4,3,2,3,2,1,1,3,1,4,2,2,4,1,1
1293,39,2,18,17,8,1,3,2,5,4,3,2,2,3,1,2,2,1,1,3,1,2
1294,7,1,25,7,6,2,1,1,1,4,4,2,1,3,4,1,4,2,2,3,1,1
1295,39,1,24,7,11,3,1,1,2,3,3,2,2,2,3,2,3,2,1,2,1,1
1296,26,2,21,17,11,2,3,3,2,1,5,2,1,2,3,1,3,2,1,4,1,1
1297,8,2,22,3,4,3,2,4,2,4,1,4,2,1,3,1,4,1,1,1,1,2
1298,8,2,21,7,4,3,4,4,3,4,3,4,1,1,2,1,4,2,2,1,1,1
1299,26,1,20,10,11,3,1,1,2,2,3,4,2,2,3,2,4,2,1,3,1,2
1300,8,2,24,17,4,3,3,1,2,2,2,2,2,1,2,2,3,2,1,1,4,2
1301,7,1,20,7,6,1,1,4,5,4,5,2,2,2,4,2,1,2,1,2,1,1
1302,23,1,20,3,6,3,1,4,2,2,3,1,1,1,3,1,3,2,1,3,1,2
1303,8,1,20,12,4,3,1,4,2,2,2,3,2,1,3,1,4,2,1,3,1,1
1304,7,2,19,7,6,3,1,1,5,4,5,4,1,2,3,2,4,2,1,3,1,1
1305,8,2,23,7,4,3,3,1,2,4,3,2,3,2,3,2,3,2,1,4,1,1
1306,39,1,19,15,7,2,3,4,2,3,2,1,2,1,2,2,4,1,1,3,1,1
1307,7,1,24,17,6,3,3,1,1,3,5,2,1,4,3,2,4,2,2,1,1,1
1308,23,2,21,3,6,3,1,4,1,2,3,1,2,1,4,1,3,2,1,1,2,1
1309,23,2,24,17,6,2,3,2,3,4,5,1,1,2,3,2,2,2,1,2,1,2
1310,7,1,23,4,6,3,3,1,2,2,5,1,1,2,3,2,4,2,1,4,4,1
1311,7,2,27,1,6,3,3,4,1,2,3,1,1,2,3,2,4,2,1,2,1,2
1312,10,1,22,11,5,3,3,1,4,4,5,4,1,2,2,2,2,2,1,4,4,1
1313,23,2,21,11,6,3,3,4,1,2,2,2,2,1,4,2,2,2,1,3,1,1
1314,21,2,21,16,5,3,1,4,2,2,4,4,1,2,4,2,4,2,1,4,1,2
1315,10,1,21,10,5,2,1,1,1,4,4,2,2,2,3,2,2,2,1,4,1,1
1316,21,2,18,9,2,2,2,1,2,2,3,1,1,2,4,1,2,2,1,2,1,1
1317,10,1,21,16,5,2,1,1,1,1,3,4,3,2,3,2,3,2,2,4,4,1
1318,7,1,19,15,6,2,4,3,1,2,3,1,1,1,3,1,2,2,2,4,1,1
1319,23,1,19,11,6,2,3,4,1,4,4,4,1,1,3,1,4,2,1,1,1,1
1320,21,1,21,14,5,2,1,4,1,3,3,1,1,3,2,1,4,2,2,4,1,1
1321,21,1,22,10,5,3,2,1,2,4,3,2,1,2,2,1,4,2,1,2,1,1
1322,10,1,21,7,5,3,1,2,2,2,5,1,1,2,2,2,3,2,1,4,1,1
1323,7,2,21,7,6,2,4,3,1,3,4,4,1,1,3,2,4,2,1,1,1,2
1324,23,1,28,15,6,2,3,4,1,1,4,1,2,1,4,1,3,2,2,1,4,2
1325,21,2,22,7,5,3,1,1,2,4,4,2,2,2,2,2,3,2,1,3,1,1
1326,10,2,18,10,5,2,1,4,4,2,3,3,1,1,3,2,2,2,1,2,1,1
1327,23,1,24,8,6,3,1,4,1,2,5,1,1,1,3,1,3,2,1,2,1,1
1328,7,1,23,10,6,3,1,1,5,4,5,2,1,2,3,1,2,2,1,3,1,1
1329,10,2,19,1,5,2,1,4,1,2,2,4,1,2,3,2,4,2,1,4,4,2
1330,21,2,19,10,5,3,1,1,2,2,3,1,1,1,3,1,3,2,1,1,1,2
1331,10,2,18,7,5,2,1,1,3,4,4,4,3,3,4,1,2,2,1,3,1,1
1332,39,1,22,16,11,2,1,4,4,4,3,3,3,1,3,1,4,2,2,2,1,1
1333,21,1,19,17,5,3,3,4,1,2,3,1,1,2,3,1,4,2,1,1,2,2
1334,2,1,23,10,4,2,1,4,1,2,3,2,1,1,3,2,1,1,1,4,1,1
1335,2,2,24,14,4,2,2,4,5,4,3,1,3,3,3,2,2,2,2,4,1,2
1336,2,1,19,7,4,3,3,1,4,4,3,1,1,4,4,2,3,2,1,4,1,2
1337,2,2,20,4,4,3,1,1,1,4,2,1,1,1,3,2,1,2,1,4,1,1
1338,10,2,21,15,5,3,2,1,3,2,4,2,1,2,4,2,3,2,1,3,1,2
1339,10,2,22,4,5,3,1,4,5,2,2,1,1,1,4,1,1,2,1,2,1,2
1340,2,2,19,14,4,3,2,2,3,2,3,1,1,1,3,2,2,1,2,4,2,1
1341,2,1,19,15,4,1,4,3,4,4,3,1,1,1,4,2,1,2,1,1,1,2
1342,2,1,23,10,4,3,1,2,2,4,4,4,1,1,4,1,2,2,1,4,2,2
1343,2,1,23,7,4,1,1,4,3,4,1,3,1,1,3,1,3,2,1,4,1,2
1344,10,2,22,7,5,1,1,4,1,3,2,3,1,1,3,2,3,2,1,4,1,1
1345,10,2,21,7,5,3,1,2,1,2,5,2,1,3,4,2,4,2,1,3,2,1
1346,13,2,24,10,2,2,3,1,3,2,3,4,2,3,3,1,2,1,2,3,1,1
1347,33,2,24,14,7,3,1,1,1,2,3,2,2,2,3,1,2,2,2,2,1,1
1348,33,1,22,10,7,2,1,1,2,2,3,2,2,2,2,1,2,2,2,2,1,2
1349,33,1,20,4,7,2,3,4,2,2,2,1,1,1,3,2,2,2,1,2,1,2
1350,33,2,21,15,7,1,2,4,2,2,2,1,1,1,3,2,2,2,1,3,1,2
1351,33,2,24,15,7,2,2,1,2,2,3,1,2,2,3,1,2,2,1,3,1,2
1352,33,1,25,11,7,3,3,1,2,2,3,2,2,2,3,2,1,2,2,3,1,2
1353,46,2,22,4,9,3,3,4,3,4,1,1,1,1,4,1,3,2,1,2,2,2
1354,33,1,24,13,7,1,1,1,1,1,4,2,2,2,3,2,1,2,2,2,1,1
1355,46,2,24,12,9,1,1,4,2,2,3,1,2,2,3,2,4,2,1,1,2,2
1356,33,2,22,17,7,2,3,1,2,2,3,1,2,2,4,2,2,2,1,2,1,2
1357,46,2,21,11,9,1,4,1,4,4,2,1,2,1,4,1,3,2,1,1,3,2
1358,46,2,23,14,9,3,1,1,3,4,3,2,1,2,3,1,3,2,1,4,2,2
1359,46,1,22,5,9,2,1,4,2,2,3,3,1,2,3,2,4,2,1,4,2,2
1360,46,2,20,17,9,1,3,1,3,4,4,3,2,2,3,2,3,2,1,4,2,2
1361,30,1,28,5,7,1,1,1,2,2,3,3,1,2,2,2,4,1,2,4,1,1
1362,7,2,20,7,4,1,1,3,4,3,4,2,2,4,1,2,2,1,1,4,1,1
1363,46,2,23,3,9,1,2,1,2,2,2,1,2,2,3,1,3,2,1,2,2,2
1364,7,2,20,7,4,1,1,3,2,4,4,2,1,4,4,1,2,2,1,1,2,1
1365,46,2,23,17,9,1,4,1,1,4,2,1,2,1,3,2,4,2,1,1,1,2
1366,33,1,20,7,8,1,1,1,2,2,4,2,3,2,3,2,2,1,1,3,1,1
1367,46,2,19,7,11,1,1,3,1,4,4,2,1,3,3,2,3,2,1,1,2,2
1368,46,1,20,17,11,1,3,1,1,2,4,3,1,2,4,2,2,2,1,3,4,1
1369,32,2,20,3,9,1,1,1,1,2,1,2,2,1,3,1,4,2,1,2,2,2
1370,32,1,23,9,9,3,1,1,1,2,2,2,1,2,2,2,4,2,1,4,1,2
1371,11,1,22,4,5,2,2,4,2,2,2,1,1,2,3,2,4,2,1,1,1,2
1372,11,1,19,15,5,3,1,1,3,4,2,1,2,2,4,1,3,2,1,3,1,1
1373,32,2,20,10,10,1,2,4,2,4,2,4,2,2,4,2,4,2,1,2,2,1
1374,33,1,23,4,8,3,3,4,2,2,1,1,1,1,3,1,2,2,2,1,1,2
1375,46,1,21,1,11,1,2,1,2,2,3,1,1,2,2,2,3,2,2,4,3,2
1376,11,2,24,7,5,1,1,2,3,4,4,1,1,2,4,1,2,2,2,2,1,1
1377,46,2,20,7,11,2,1,2,1,4,4,2,1,2,2,2,3,2,1,4,1,1
1378,11,2,22,11,5,3,4,3,3,4,3,1,1,1,4,2,3,2,1,1,1,1
1379,11,1,21,8,5,1,1,2,1,2,3,3,1,2,3,2,4,2,1,4,1,1
1380,33,2,23,4,8,2,2,4,1,2,2,1,1,1,3,2,2,2,1,1,1,2
1381,32,2,21,9,10,3,1,1,1,2,2,4,2,2,3,1,3,2,2,4,4,1
1382,46,1,20,11,11,1,4,1,1,4,2,1,1,1,2,1,3,2,2,3,2,2
1383,46,2,20,12,11,1,1,1,1,4,3,1,1,1,4,2,3,2,1,4,4,1
1384,32,1,22,5,10,3,4,3,3,4,2,3,1,1,3,2,3,2,1,2,1,1
1385,32,1,24,4,10,3,4,3,2,2,1,2,1,1,2,1,4,2,2,4,2,2
1386,46,2,19,4,11,1,3,4,3,4,1,1,1,1,4,2,4,2,1,1,1,2
1387,32,2,23,3,10,1,2,4,1,4,2,2,1,1,3,2,3,2,1,2,2,1
1388,33,2,20,2,8,3,1,1,1,2,2,4,2,2,3,1,2,2,2,2,1,2
1389,46,2,20,4,11,1,3,4,2,4,1,1,1,1,4,2,4,2,1,1,1,2
1390,26,1,24,17,9,2,3,1,5,4,4,1,1,2,3,1,4,2,1,3,1,1
1391,26,2,20,16,9,2,1,1,3,4,3,4,1,4,4,1,4,2,1,4,1,2
1392,46,1,25,13,11,1,3,2,4,4,5,2,2,2,2,2,2,1,1,4,1,1
1393,32,2,20,10,10,3,1,1,1,2,3,3,2,2,2,2,3,1,1,4,4,1
1394,33,1,23,17,8,1,3,1,2,2,2,2,2,1,3,1,2,2,2,2,1,2
1395,26,2,27,15,9,3,3,1,3,4,3,4,2,2,3,2,3,2,2,3,2,2
1396,32,1,20,14,10,3,1,1,1,2,3,4,1,2,2,2,3,2,1,3,2,1
1397,26,2,21,7,9,3,1,1,4,4,4,1,1,4,2,2,3,1,1,4,4,1
1398,33,1,24,10,8,3,1,1,2,2,3,1,2,2,3,1,1,2,1,2,1,2
1399,26,1,25,9,9,2,1,2,5,4,3,2,1,3,2,2,3,2,2,2,1,1
1400,32,2,21,14,10,2,1,1,1,4,4,4,1,2,2,2,3,2,1,3,2,1
1401,33,1,24,5,8,1,1,1,2,2,2,2,2,2,3,1,1,2,1,2,1,2
1402,46,1,20,2,11,1,3,1,1,2,3,1,1,2,2,2,4,2,1,4,1,2
1403,33,2,25,16,8,3,2,1,1,1,3,1,2,2,2,1,2,2,1,2,1,2
1404,32,1,24,4,10,1,4,3,1,4,1,1,1,1,3,2,4,2,1,4,1,1
1405,32,1,23,3,10,1,4,3,2,4,2,4,2,1,3,2,4,2,1,2,2,2
1406,43,1,20,4,9,1,2,1,1,1,2,3,1,2,1,2,2,2,1,1,4,1
1407,32,2,22,5,10,3,1,1,1,4,2,4,2,2,2,2,4,2,1,2,2,2
1408,33,1,21,4,8,2,2,1,2,2,2,2,2,1,3,1,1,2,1,2,1,2
1409,32,2,20,9,10,2,2,4,2,4,2,2,1,1,4,2,4,2,1,2,2,1
1410,7,2,20,4,4,2,3,4,4,4,1,1,1,2,4,1,4,2,1,1,1,2
1411,33,2,26,8,8,2,1,1,1,1,3,1,2,2,3,1,2,2,1,2,1,2
1412,33,2,25,10,8,2,1,4,2,1,3,2,1,1,3,2,1,2,1,2,1,2
1413,43,1,18,5,9,2,1,4,2,2,3,1,1,1,3,1,3,2,1,4,4,1
1414,23,1,20,4,3,3,3,4,1,4,1,1,1,1,3,1,4,2,1,2,4,2
1415,43,2,21,3,9,1,1,4,3,2,2,2,2,2,3,2,3,1,2,2,4,1
1416,46,2,19,4,8,1,3,4,3,4,1,1,1,1,4,2,2,2,1,1,1,2
1417,19,1,19,16,3,2,1,2,4,3,3,2,1,4,2,1,3,1,3,4,1,1
1418,33,1,22,15,9,3,3,1,2,1,2,1,2,1,3,1,1,2,1,2,1,2
1419,46,2,19,4,8,1,3,4,3,4,1,1,1,1,3,1,3,2,1,1,1,2
1420,43,1,19,1,8,3,4,3,3,2,2,2,4,2,2,1,1,1,1,2,1,1
1421,46,1,22,10,8,1,3,1,1,4,4,3,2,2,3,2,3,2,1,1,3,2
1422,23,1,22,11,3,2,3,1,3,4,4,4,1,1,3,2,4,2,2,2,1,1
1423,43,2,20,5,8,2,1,4,1,3,1,3,1,1,1,2,1,1,1,1,2,1
1424,23,1,19,12,3,3,1,4,1,1,4,1,2,1,3,2,4,2,3,1,1,2
1425,33,1,24,3,9,3,1,4,2,2,2,1,2,2,3,1,2,2,1,2,1,2
1426,41,1,24,14,7,2,1,4,1,1,3,2,1,2,3,2,3,2,1,3,1,2
1427,33,2,26,9,9,2,1,1,1,1,3,2,2,2,3,1,2,2,1,2,1,2
1428,33,1,19,10,9,3,1,1,2,2,3,3,3,2,3,1,2,2,2,2,1,2
1429,43,2,19,7,8,3,3,1,2,2,2,1,2,2,2,2,3,2,1,4,1,2
1430,41,1,23,14,10,3,1,1,1,2,4,3,1,2,3,2,3,2,2,1,1,1
1431,33,2,21,8,9,2,1,1,2,2,3,4,2,2,3,1,2,2,2,2,1,2
1432,23,2,20,4,3,1,3,4,5,4,2,4,1,2,3,1,3,2,1,4,2,2
1433,33,1,24,3,9,3,1,1,1,2,3,1,2,2,3,1,2,2,2,2,1,2
1434,23,2,25,15,3,1,2,1,5,4,3,1,1,2,3,1,1,2,2,4,1,2
1435,23,1,20,12,3,3,1,4,1,2,3,2,1,1,3,2,3,2,2,1,1,2
1436,41,2,23,15,10,3,2,4,1,3,2,3,2,2,3,2,2,2,1,2,1,2
1437,40,1,20,7,3,3,3,2,2,2,4,2,1,2,1,1,3,2,1,4,2,1
1438,41,2,21,7,11,1,4,1,1,2,5,1,2,1,3,2,2,2,1,3,1,2
1439,32,1,19,9,10,1,1,1,3,4,2,2,2,2,3,2,4,2,1,2,4,1
1440,43,2,19,1,9,3,4,2,2,4,2,1,4,1,4,2,4,2,1,2,1,2
1441,32,2,19,10,10,3,1,1,1,2,3,3,2,2,2,2,3,1,1,3,2,1
1442,43,1,20,3,8,3,1,4,5,4,2,1,1,1,3,1,4,2,1,4,1,2
1443,7,2,20,7,4,2,4,3,1,4,4,1,1,1,3,1,4,2,2,1,1,1
1444,23,2,19,1,4,2,2,1,4,4,3,1,1,2,3,1,4,2,2,2,1,2
1445,19,2,24,10,4,3,2,4,1,1,4,2,1,4,3,1,3,2,1,2,1,2
1446,15,1,22,9,4,2,3,2,3,4,5,1,4,4,4,2,3,1,1,4,2,1
1447,15,2,18,16,4,3,2,2,4,4,4,1,4,3,3,1,1,1,2,3,4,1
1448,8,1,20,14,5,2,1,4,2,2,2,3,2,1,2,2,4,2,1,4,4,1
1449,7,1,22,15,4,2,2,2,5,4,5,2,1,3,4,2,4,2,1,3,1,1
1450,15,2,29,12,4,2,2,2,2,2,4,3,3,3,1,1,2,1,3,1,1,1
1451,19,2,20,7,6,2,3,3,2,4,5,2,1,3,4,2,2,2,2,2,1,1
1452,23,2,21,15,4,2,3,1,5,4,3,1,1,2,4,2,4,2,1,3,1,1
1453,19,2,21,17,4,2,4,2,2,4,3,2,3,2,3,1,2,2,2,4,1,2
1454,8,2,23,7,5,2,1,1,2,4,3,2,2,2,4,1,3,1,2,1,1,1
1455,32,2,20,17,11,3,1,1,1,4,3,3,2,2,3,2,4,2,1,3,2,1
1456,38,1,20,14,11,2,1,4,2,2,3,2,1,2,3,2,3,2,1,3,1,2
1457,7,1,22,11,4,2,3,4,2,2,4,1,1,1,3,2,4,2,2,1,1,2
1458,8,1,24,4,5,2,2,4,2,4,2,3,2,1,2,1,4,2,1,1,1,2
1459,23,1,21,7,4,2,3,4,1,2,4,1,2,2,3,2,4,2,1,2,1,1
1460,32,2,22,15,11,3,1,2,1,4,4,2,1,3,2,2,3,1,1,3,2,1
1461,8,1,19,17,5,2,3,1,2,4,2,4,2,1,2,2,4,2,1,1,4,2
1462,32,2,20,3,11,3,1,1,1,2,1,2,1,1,4,2,4,2,1,2,1,2
1463,7,1,21,1,4,2,3,1,1,2,4,1,1,2,4,1,4,2,2,2,1,1
1464,23,1,20,16,4,2,1,4,2,4,4,1,1,2,4,1,4,2,2,4,1,2
1465,8,1,21,5,5,2,1,4,2,4,2,1,1,1,1,2,4,2,1,4,1,1
1466,8,1,20,12,5,3,1,4,2,4,2,4,2,1,4,1,4,2,1,2,3,2
1467,19,1,18,4,4,2,3,4,5,4,1,1,1,1,4,1,4,2,1,1,1,2
1468,43,2,29,5,7,3,1,4,2,2,4,3,3,2,3,2,3,1,1,1,2,1
1469,19,2,19,6,6,2,3,2,3,4,3,1,1,3,4,2,3,2,1,2,1,1
1470,43,2,40,16,7,2,3,4,5,3,4,2,1,2,3,1,2,2,3,1,1,2
1471,19,2,19,4,4,2,4,3,2,4,1,1,1,1,4,2,4,2,1,4,1,2
1472,43,2,22,3,7,2,3,2,3,2,2,1,1,2,3,1,2,2,1,2,1,2
1473,23,1,20,7,4,2,1,4,2,4,5,4,1,1,3,2,4,2,1,1,1,2
1474,43,1,21,4,7,2,4,3,2,3,4,4,2,2,2,2,3,2,1,3,1,2
1475,7,1,20,7,4,2,1,1,1,4,5,1,1,2,3,2,1,2,2,1,1,2
1476,43,2,19,11,7,2,1,4,2,2,3,2,2,2,3,2,3,2,1,2,1,2
1477,8,1,25,3,5,2,2,4,1,2,2,2,1,1,3,1,4,2,1,2,1,2
1478,43,1,22,9,7,2,1,1,1,4,3,3,1,2,3,1,2,2,2,2,1,2
1479,7,1,19,1,4,2,1,1,2,4,5,1,2,4,3,2,4,2,1,3,1,1
1480,43,1,21,8,7,2,2,4,1,2,4,3,1,2,3,1,3,2,1,4,1,2
1481,8,1,22,2,5,2,1,1,3,4,2,1,2,2,3,1,4,2,1,4,4,2
1482,43,2,21,7,7,2,1,1,2,4,2,3,3,2,3,1,2,2,2,1,1,1
1483,23,1,19,10,4,2,1,1,2,4,5,1,3,3,4,1,4,2,1,1,1,2
1484,43,2,21,17,8,2,1,1,3,1,2,3,1,2,3,1,1,2,2,2,1,2
1485,32,1,23,10,11,2,4,3,1,4,3,3,1,1,3,2,3,2,1,3,4,1
1486,43,1,20,10,8,2,1,1,2,4,2,3,1,1,3,2,3,2,1,4,2,2
1487,8,2,19,7,5,2,3,2,2,4,3,2,2,2,2,2,3,2,1,2,1,1
1488,43,2,21,4,8,2,4,3,1,2,3,2,2,2,3,2,2,2,2,2,1,2
1489,32,2,20,9,11,3,2,4,1,2,2,3,1,2,2,1,4,2,1,4,4,1
1490,43,2,23,4,8,2,3,2,2,2,3,4,1,2,1,1,3,2,2,4,1,2
1491,7,1,28,5,4,2,4,2,5,4,3,1,1,2,3,2,2,2,2,1,1,2
1492,43,2,27,10,8,3,2,4,1,2,3,2,2,1,3,2,2,2,2,1,1,2
1493,8,1,22,1,5,2,1,1,3,4,3,3,2,2,2,1,4,2,1,3,4,2
1494,43,1,28,7,9,2,4,2,5,2,2,3,1,2,3,2,4,2,1,2,1,2
1495,23,2,20,4,4,2,1,1,5,4,2,1,1,2,4,2,2,2,1,1,1,1
1496,43,2,22,6,9,2,1,1,3,2,3,1,2,1,4,2,4,2,1,4,2,1
1497,32,2,19,9,11,2,1,1,1,4,2,2,1,2,4,2,4,2,1,2,4,1
1498,43,1,22,7,9,2,1,1,5,2,2,2,2,2,2,2,3,2,1,3,1,2
1499,13,2,17,10,6,1,4,3,5,3,5,2,1,1,2,1,2,2,1,1,4,2
1500,43,1,23,10,9,2,1,1,1,4,2,3,1,1,3,1,4,2,1,2,4,1
1501,23,2,19,15,4,2,3,4,3,4,4,3,1,4,4,2,4,2,1,1,1,2
1502,43,1,21,4,11,1,4,3,5,2,2,1,1,1,3,1,4,2,1,2,1,2
1503,47,2,19,14,9,2,1,1,3,1,3,3,1,2,2,2,4,2,1,4,1,2
1504,43,2,35,4,11,2,3,4,3,1,2,2,1,2,3,1,4,1,1,3,2,1
1505,23,2,20,7,4,2,1,1,3,4,5,3,2,2,3,2,4,2,1,3,1,1
1506,43,2,20,4,11,2,1,1,3,4,2,4,2,4,3,1,3,2,1,4,1,2
1507,43,2,21,17,3,2,3,2,1,4,2,3,1,2,2,2,4,2,1,1,1,2
1508,41,2,21,14,9,3,4,2,2,2,2,1,1,1,3,1,4,2,2,2,1,1
1509,47,2,20,7,9,2,1,2,2,4,3,2,2,2,3,2,3,2,1,3,1,1
1510,47,1,22,2,9,3,4,1,3,4,2,1,1,1,2,2,4,2,1,3,1,1
1511,11,2,22,11,5,3,3,1,2,2,2,2,1,2,3,1,3,2,1,4,1,1
1512,47,1,19,17,10,2,1,1,2,2,2,3,1,2,2,1,3,2,1,4,1,1
1513,32,1,24,5,11,2,2,1,2,4,2,3,2,2,4,2,4,2,1,2,2,2
1514,47,2,23,8,10,1,1,2,1,4,3,2,2,2,3,2,4,1,1,3,1,1
1515,11,1,20,13,5,3,1,1,2,2,4,3,3,2,2,2,2,1,1,4,1,1
1516,19,2,19,10,4,2,1,1,1,4,2,1,4,3,3,2,4,2,3,4,1,1
1517,11,1,19,7,3,2,1,2,1,4,3,2,2,3,3,2,4,2,1,4,1,1
1518,47,2,20,7,11,1,1,1,1,1,3,1,3,2,3,2,3,2,1,2,1,1
1519,11,1,19,7,3,3,1,2,1,4,4,1,1,2,3,2,4,2,1,1,1,1
1520,32,2,19,17,11,3,3,4,1,2,2,2,2,2,3,1,4,2,1,2,2,1
1521,11,2,20,3,3,3,2,4,1,4,2,1,1,2,4,2,4,2,1,1,1,1
1522,47,1,21,5,11,3,1,4,1,2,2,1,1,1,3,2,4,2,1,2,1,1
1523,32,2,21,3,11,1,1,4,1,2,1,2,1,2,4,1,4,2,1,1,2,2
1524,47,2,19,14,11,3,1,4,1,2,3,3,1,1,2,2,3,2,1,1,1,2
1525,47,2,21,11,11,1,4,2,1,4,2,1,1,1,3,1,4,2,1,2,1,2
1526,32,2,18,17,11,3,1,4,1,2,3,4,2,2,3,2,3,2,1,2,2,1
1527,11,2,20,14,3,3,1,4,3,4,2,1,1,1,2,2,4,2,1,3,1,1
1528,47,1,22,2,11,2,1,1,2,4,3,2,2,2,2,2,3,2,2,3,1,2
1529,30,1,22,3,7,3,1,4,5,4,2,1,1,1,3,1,4,2,1,4,2,2
1530,11,1,20,7,3,3,1,1,1,4,3,1,2,2,1,2,4,2,3,4,1,1
1531,47,1,22,17,11,2,2,4,2,1,2,3,2,2,2,2,4,2,1,1,1,1
1532,32,1,21,7,3,3,1,2,1,4,4,2,1,2,2,2,3,1,2,2,2,1
1533,38,2,19,4,11,2,1,1,2,2,2,1,1,1,3,2,3,2,1,3,1,2
1534,47,2,18,15,11,1,4,3,3,4,2,3,2,1,3,1,4,2,1,1,1,1
1535,32,2,21,9,3,3,2,1,1,2,2,1,1,2,2,2,4,2,1,1,2,1
1536,15,2,23,12,4,2,1,2,4,2,5,1,3,3,4,1,3,2,2,2,4,2
1537,11,1,19,7,3,1,1,4,2,4,3,1,1,1,4,2,4,2,1,1,1,1
1538,15,1,24,2,4,2,2,3,4,1,1,1,4,3,3,1,2,2,2,3,3,1
1539,38,2,20,15,11,2,2,1,2,2,3,1,1,2,3,2,3,2,1,3,1,2
1540,15,2,18,7,4,1,3,1,3,1,3,2,4,4,3,2,2,1,3,2,4,1
1541,15,1,19,5,4,3,2,1,5,4,2,2,3,3,2,1,4,2,2,2,4,2
1542,15,1,22,4,4,2,2,1,2,2,2,4,4,3,3,1,2,1,2,2,2,2
1543,15,1,28,13,4,1,2,1,4,1,3,4,1,3,3,1,4,1,2,4,4,1
1544,15,2,25,2,4,1,3,2,5,2,2,3,3,3,2,1,2,2,2,4,2,1
1545,15,2,22,11,4,2,3,2,4,2,4,2,4,3,3,1,3,1,3,3,4,1
1546,15,2,28,6,4,2,3,2,4,2,4,2,2,2,3,1,3,1,3,3,4,2
1547,47,2,21,4,11,2,3,1,2,4,1,3,1,1,3,2,4,2,1,3,1,1
1548,15,1,22,4,4,2,2,1,1,1,3,4,2,3,3,1,3,1,2,3,3,2
1549,46,2,22,17,9,1,3,3,2,4,4,3,1,4,3,1,2,2,1,4,1,1
1550,15,1,22,8,4,3,2,2,3,2,4,4,3,3,3,1,4,2,3,2,4,1
1551,47,2,23,3,11,1,4,1,4,4,2,4,1,1,3,1,3,2,2,3,4,1
1552,15,1,22,4,4,1,3,3,4,3,1,2,3,2,3,1,2,2,2,2,4,2
1553,15,1,22,10,4,2,2,4,2,2,3,2,4,3,3,1,4,2,2,1,3,1
1554,47,2,21,6,11,3,3,2,2,4,3,2,2,2,3,2,4,1,1,4,1,1
1555,15,2,22,3,4,3,1,1,1,2,2,4,4,2,3,2,2,1,1,4,3,2
1556,44,1,23,5,11,2,1,4,3,4,2,2,4,2,2,2,3,2,2,1,1,2
1557,41,1,23,9,7,2,1,1,2,2,2,2,2,2,2,2,3,2,1,4,1,2
1558,11,1,19,7,3,1,1,1,2,2,3,1,1,2,3,2,3,2,1,4,4,1
1559,3,2,25,9,2,2,1,4,4,2,4,3,2,1,4,2,3,2,1,1,1,2
1560,44,2,26,4,8,2,4,3,4,4,3,1,3,1,3,2,2,2,1,1,2,2
1561,15,1,22,10,3,1,3,2,2,1,2,4,3,3,2,2,3,1,2,3,2,1
1562,41,1,21,7,8,1,1,1,1,2,5,3,2,2,3,2,2,2,1,3,1,2
1563,38,1,20,8,11,2,2,1,2,2,4,4,1,2,2,2,4,2,3,4,1,2
1564,44,2,19,17,9,2,3,2,1,4,4,1,3,3,4,1,3,2,1,3,1,1
1565,24,2,21,8,1,1,1,1,1,2,3,2,2,1,3,2,3,2,1,4,1,1
1566,11,2,23,4,3,2,3,4,2,4,1,1,1,1,4,2,4,2,1,1,1,2
1567,44,1,21,12,9,2,1,4,2,2,3,2,4,3,3,2,3,2,1,1,1,1
1568,38,1,19,14,11,3,1,4,2,1,3,1,2,1,3,2,3,2,1,3,1,2
1569,41,2,21,10,11,3,1,4,1,2,2,2,1,1,3,2,3,2,1,3,1,2
1570,32,2,23,9,3,2,1,1,2,4,2,2,1,2,2,2,4,2,1,1,2,2
1571,44,1,25,5,8,2,1,4,1,4,3,3,1,2,4,2,1,2,2,1,1,2
