encuesta,encuestador,sexo,edad,entidad,facultad,turno,tipo_transporte,gasto_transporte,gasto_comida,presupuesto_semana,tiempo_transporte,actividad_transporte,cercania_transporte,numero_transporte,promedio,actividad_extra,tiempo_descanso,ausencia_recursos,fuente_ingresos,frecuencia_retardos,apoyo_transporte,impacto_transporte
384,19,1,18,2,2,2,1,1,4,4,4,3,2,4,3,2,1,2,2,4,1,1
385,47,2,21,7,8,2,1,4,5,4,3,1,1,3,2,2,3,1,1,4,2,1
386,40,1,21,2,10,2,1,4,3,2,3,2,2,2,3,2,4,2,1,4,1,2
387,47,2,22,4,8,2,3,4,5,4,3,2,1,1,2,1,4,2,1,1,1,1
388,18,1,26,12,1,2,3,2,5,4,3,4,2,4,2,2,4,1,1,1,2,1
389,7,1,22,4,2,2,1,1,1,4,2,4,2,2,3,2,4,2,2,2,1,2
390,18,2,26,15,1,2,3,2,2,2,3,3,2,2,1,2,4,1,1,2,4,1
391,23,1,27,7,5,2,3,1,2,4,5,2,2,4,4,2,2,2,1,4,1,1
392,19,1,22,4,2,2,1,4,2,4,3,1,1,2,3,1,2,2,1,2,1,2
393,40,2,19,5,10,2,2,4,1,2,1,3,1,1,4,2,4,2,1,1,1,2
394,7,2,18,16,2,2,1,4,1,4,4,3,1,1,4,1,4,2,1,4,1,1
395,19,1,18,1,2,2,1,4,2,2,2,4,1,1,4,2,4,2,1,4,1,2
396,23,1,19,7,5,2,1,3,1,4,5,3,1,2,4,2,3,2,1,2,1,1
397,40,1,22,10,10,2,1,1,2,4,3,3,2,2,2,1,3,2,1,4,2,1
398,23,1,20,3,5,2,4,2,3,4,3,1,1,1,4,1,4,2,2,1,4,1
399,19,2,21,16,2,2,2,4,2,2,3,3,1,2,3,2,4,2,2,3,2,1
400,18,1,18,15,6,2,3,2,4,4,4,4,3,4,3,2,2,1,3,3,4,1
401,7,2,23,16,2,2,1,4,1,2,4,1,1,1,4,2,3,2,1,3,1,2
402,40,2,20,7,10,2,3,2,2,4,4,2,3,3,3,2,3,2,1,4,2,1
403,18,2,19,7,6,2,2,4,1,2,4,4,2,3,2,1,3,1,1,3,3,1
404,19,1,20,5,2,2,1,4,5,4,1,1,1,1,4,2,4,2,2,3,2,1
405,7,2,19,3,2,2,1,4,1,2,3,3,1,2,4,2,4,2,2,2,1,1
406,40,1,23,1,10,2,4,3,2,4,2,1,1,1,4,1,4,2,1,2,1,2
407,23,1,20,7,2,2,1,2,1,4,5,3,1,2,4,2,4,2,1,1,1,2
408,19,1,19,5,2,2,1,4,1,4,2,4,1,1,4,2,3,2,1,2,2,2
409,7,2,23,4,2,2,1,1,5,4,3,1,3,2,3,2,3,2,2,2,1,1
410,31,2,20,4,11,3,1,4,5,2,1,2,1,1,3,2,1,2,1,1,1,2
411,18,2,19,7,6,2,1,2,1,2,4,4,4,4,3,2,3,2,3,3,4,2
412,30,2,23,11,11,3,4,3,2,4,2,4,2,1,4,1,4,2,1,1,1,2
413,28,2,22,7,11,3,1,1,4,2,3,2,2,3,3,2,1,2,1,4,1,1
414,18,2,19,7,6,2,2,2,3,4,5,2,3,2,3,2,4,1,1,3,2,1
415,19,1,20,4,2,2,1,4,4,4,2,4,1,2,4,1,4,2,2,1,2,2
416,31,2,19,10,11,1,1,4,1,1,2,2,1,2,4,2,2,2,2,2,1,2
417,18,2,24,10,6,2,1,4,2,2,3,4,2,1,4,2,4,2,3,2,4,1
418,30,2,24,14,11,3,1,2,2,4,3,4,1,2,3,2,4,2,1,3,1,2
419,28,2,23,15,11,1,2,1,1,1,2,1,1,2,4,2,4,2,1,2,1,1
420,23,2,19,7,2,2,1,1,5,4,4,3,1,2,4,1,4,2,1,3,1,1
421,19,2,19,7,2,2,1,4,1,4,3,3,2,1,4,1,4,2,1,1,1,1
422,18,1,25,7,6,2,1,2,2,2,5,2,1,1,4,1,2,2,1,3,1,1
423,31,2,21,4,11,3,4,4,5,4,1,1,1,1,3,2,4,2,1,4,1,2
424,28,1,22,3,11,3,4,3,3,4,2,1,1,1,2,1,3,2,1,4,1,2
425,30,1,19,10,4,1,4,4,1,4,1,1,1,1,3,1,3,2,2,1,1,1
426,30,2,19,4,11,2,3,4,1,2,2,1,1,3,2,2,3,2,1,1,1,1
427,23,1,20,16,2,2,1,4,1,4,3,1,1,1,3,2,4,2,1,2,1,1
428,19,1,20,4,2,2,4,3,5,4,5,1,1,1,4,1,3,2,2,3,2,1
429,28,1,31,7,11,2,4,3,5,4,5,4,4,4,3,2,4,2,2,1,1,2
430,31,1,24,7,11,3,3,3,5,4,5,2,4,4,2,2,4,2,2,1,1,1
431,23,1,21,10,3,2,4,3,4,4,4,1,2,2,4,2,2,2,2,3,1,1
432,30,2,32,17,11,2,4,3,5,4,1,4,4,1,3,1,1,2,2,3,1,1
433,28,1,27,7,11,3,1,1,2,1,3,1,3,2,3,1,4,2,1,3,1,1
434,31,1,24,5,11,3,1,4,1,2,2,2,1,1,3,1,2,2,1,4,1,2
435,31,2,22,17,11,3,4,1,4,2,2,1,1,1,3,1,3,2,1,4,2,1
436,23,2,21,4,2,2,4,4,5,4,5,4,2,2,4,1,3,2,1,1,1,1
437,19,1,22,13,2,2,3,1,1,2,3,3,2,2,3,2,4,1,1,2,2,1
438,31,1,24,7,7,2,1,1,3,4,3,4,1,1,2,1,4,2,1,1,1,1
439,28,1,22,9,11,2,3,1,2,4,3,4,1,4,3,1,4,2,2,4,1,1
440,28,2,23,4,11,2,3,4,2,2,2,1,1,1,4,1,4,2,1,1,1,2
441,30,1,23,6,7,3,3,1,1,2,5,3,1,2,1,1,2,2,2,4,1,1
442,30,1,23,17,7,3,4,3,1,2,5,1,1,1,3,1,1,2,1,4,1,2
443,30,2,19,7,11,3,4,3,4,2,4,2,1,4,3,2,2,2,1,3,1,1
444,31,1,23,10,11,3,1,4,2,4,3,1,4,1,3,2,3,2,2,4,4,1
445,28,2,18,14,11,3,1,4,5,4,5,2,2,2,3,1,4,2,1,2,1,1
446,30,1,19,7,11,3,1,1,1,2,5,4,2,2,4,1,2,1,2,4,1,1
447,31,2,24,8,11,3,4,3,3,2,3,1,2,2,3,1,2,2,2,4,1,1
448,28,2,21,14,11,3,4,3,2,3,2,3,1,1,3,2,1,2,1,1,2,1
449,1,2,21,4,2,2,2,2,2,4,3,1,1,3,4,2,3,2,1,4,1,1
450,12,2,22,7,2,2,1,1,5,3,4,2,2,2,3,2,3,2,1,4,1,1
451,28,2,21,3,11,1,4,1,4,2,2,1,1,1,4,1,2,2,1,2,1,2
452,30,1,23,11,11,3,3,1,2,2,3,2,1,2,3,2,3,2,2,2,1,2
453,23,1,20,10,2,2,1,4,2,4,3,3,1,1,4,2,4,2,1,1,1,1
454,19,2,20,10,2,2,1,4,2,4,3,2,1,1,4,2,4,2,1,1,1,1
455,1,1,19,1,2,2,1,1,5,4,3,3,2,2,4,2,3,2,2,4,2,1
456,7,2,19,5,2,2,1,4,2,4,3,3,1,1,4,1,3,2,1,2,1,2
457,28,2,26,4,11,3,3,4,2,2,2,1,1,1,4,2,2,2,1,3,1,2
458,19,2,19,16,2,2,1,4,1,4,3,3,2,1,4,2,4,2,1,2,1,1
459,1,1,20,14,2,2,1,4,5,4,3,2,3,2,4,2,3,2,2,4,2,2
460,12,1,19,14,2,1,1,4,2,4,5,2,1,2,4,1,4,2,1,1,1,1
461,30,1,23,11,11,3,3,1,2,2,3,2,2,3,2,1,3,2,1,4,4,2
462,1,1,19,5,2,2,1,4,4,4,2,2,1,1,3,2,3,2,2,2,1,1
463,12,1,21,17,2,1,4,3,2,4,3,1,1,1,4,2,4,2,1,1,1,2
464,30,2,22,7,11,3,1,1,3,4,3,3,1,2,3,1,2,2,1,4,1,1
465,28,2,23,7,11,3,1,1,1,2,4,2,2,2,3,2,1,2,1,4,1,1
466,7,2,20,7,2,2,1,4,3,4,5,3,1,2,3,2,4,2,1,4,1,1
467,1,2,21,8,2,2,4,3,3,4,3,1,1,1,4,1,3,2,1,4,2,2
468,23,1,21,7,2,3,1,1,5,4,4,1,4,1,4,1,2,2,1,1,2,1
469,28,2,24,16,11,3,1,1,2,4,4,3,2,3,3,1,2,2,1,4,4,1
470,30,2,24,10,11,3,1,1,2,1,3,4,1,3,3,2,3,2,1,4,1,1
471,1,2,20,17,2,3,2,1,2,4,2,3,1,3,4,1,3,2,1,3,1,1
472,31,1,21,10,11,3,4,2,4,4,3,2,1,1,4,1,2,2,1,4,1,2
473,12,2,20,7,2,2,1,3,5,4,5,1,1,2,4,2,4,2,1,3,1,1
474,1,2,19,7,2,2,1,1,1,4,3,3,1,2,4,2,3,2,1,4,1,1
475,12,2,22,8,2,2,1,1,4,4,3,2,1,2,4,2,4,2,1,1,1,2
476,1,2,20,7,2,2,1,1,3,4,3,2,1,2,3,1,2,2,1,4,1,1
477,1,2,22,15,2,2,3,1,4,4,3,4,1,1,4,1,4,2,1,2,1,2
478,12,2,23,9,2,2,1,2,3,4,4,1,1,3,4,2,4,2,1,1,1,2
479,1,1,21,5,2,2,2,4,5,4,2,2,3,1,4,1,3,2,2,4,1,2
480,41,2,20,14,11,1,1,3,5,4,5,1,4,4,4,1,3,1,1,1,2,1
481,1,2,20,5,2,2,4,2,3,4,2,1,1,1,4,1,3,2,1,2,1,2
482,12,2,18,1,2,3,1,1,3,2,4,2,1,3,4,2,2,2,1,2,1,1
483,28,2,23,10,7,3,1,1,1,1,3,4,2,3,2,2,3,2,2,4,1,1
484,23,2,22,4,1,2,3,4,3,2,2,1,1,2,3,1,3,2,1,3,1,1
485,1,1,20,15,2,2,3,4,1,1,2,2,1,2,3,1,2,2,1,4,1,2
486,19,2,22,12,1,2,1,1,2,4,3,4,1,3,3,2,3,2,1,1,2,2
487,12,1,20,1,2,2,3,4,3,4,4,1,1,1,3,2,4,1,3,4,4,1
488,23,2,19,15,1,2,2,1,1,4,5,2,1,2,3,2,4,2,1,1,2,1
489,1,2,22,9,2,2,1,1,4,2,3,2,1,2,3,2,3,2,2,4,1,1
490,19,1,20,4,1,1,3,4,4,4,1,1,1,2,4,1,2,2,1,1,1,1
491,23,1,20,10,1,2,4,3,3,4,2,1,2,1,3,1,3,2,1,2,1,2
492,12,2,19,7,2,2,1,2,4,4,3,4,1,2,4,2,4,2,1,4,1,1
493,23,1,19,15,2,2,4,3,5,4,3,1,1,1,3,2,4,2,1,1,1,2
494,19,1,20,4,1,2,4,2,5,4,1,1,1,1,3,1,4,2,1,1,1,2
495,23,1,23,16,1,2,1,4,2,2,3,3,1,1,3,2,3,2,1,3,1,1
496,19,1,23,4,1,2,1,4,1,4,3,2,1,2,3,1,3,2,2,4,1,1
497,23,1,23,10,1,2,1,4,1,2,4,1,1,1,4,2,3,2,1,3,1,1
498,19,2,19,14,1,2,1,1,1,4,3,2,2,2,4,2,1,2,1,3,1,1
499,23,1,20,16,1,2,3,1,1,2,4,1,1,2,4,2,3,2,1,2,1,1
500,19,2,18,7,1,2,3,2,1,4,3,4,1,2,4,2,4,2,1,1,1,1
501,23,1,23,10,1,2,4,3,5,4,4,1,2,1,3,1,4,2,2,2,4,2
502,19,1,20,1,1,2,3,4,5,4,1,1,1,1,3,2,4,2,1,1,2,2
503,23,2,19,9,1,2,1,1,2,2,4,2,1,3,4,1,3,2,1,4,4,2
504,23,1,19,10,1,2,1,4,1,2,4,2,1,1,4,2,3,2,1,1,4,2
505,19,1,20,7,1,2,3,3,2,4,5,1,1,3,3,1,4,1,1,4,2,1
506,23,2,19,8,1,2,4,4,2,2,5,2,1,1,3,2,3,2,1,2,1,1
507,23,1,23,1,1,2,4,2,4,4,1,1,1,1,3,1,4,2,1,1,1,2
508,1,1,23,6,3,3,4,3,2,2,2,1,1,1,2,1,3,2,1,4,1,1
509,32,2,20,9,3,2,2,1,2,3,3,2,1,1,4,1,3,2,1,4,2,1
510,27,2,21,11,3,2,3,1,1,1,2,3,2,1,2,2,2,2,1,4,1,1
511,32,1,20,5,8,2,1,4,3,2,2,3,4,1,3,1,1,2,1,4,1,1
512,32,1,20,12,3,2,1,4,3,2,2,1,1,1,3,2,2,2,1,1,1,1
513,33,2,23,10,7,3,1,4,1,1,2,1,1,1,3,2,1,2,1,2,1,2
514,31,2,20,8,8,2,4,3,5,4,3,1,2,1,3,2,2,2,1,2,1,2
515,32,2,20,4,3,3,3,4,3,2,2,4,1,2,2,1,4,2,1,4,2,1
516,16,2,20,8,1,1,1,1,3,1,2,2,1,2,3,1,4,2,1,2,1,2
517,31,2,23,10,7,1,1,2,2,3,3,2,2,2,2,2,1,2,1,4,4,1
518,35,1,19,5,7,1,3,1,1,1,2,3,1,2,4,2,3,1,2,1,2,1
519,35,1,19,1,7,1,3,3,5,4,4,3,4,3,4,2,3,1,1,4,1,1
520,35,1,19,8,7,1,2,4,2,4,1,2,2,1,3,2,3,2,1,4,1,1
521,13,1,23,3,5,3,1,1,3,4,3,2,1,2,3,1,4,2,1,4,1,1
522,31,2,21,7,8,2,3,4,1,4,3,4,1,2,3,1,1,2,1,3,1,2
523,35,1,22,3,2,1,2,3,5,4,3,1,1,4,4,1,4,1,1,4,1,1
524,1,2,20,7,1,1,1,1,4,4,4,2,4,3,2,2,2,2,1,4,1,1
525,1,2,18,1,1,1,3,2,2,2,2,2,4,2,4,2,2,2,1,4,1,1
526,35,1,25,6,7,3,3,4,2,2,3,1,2,2,2,2,3,2,1,4,1,1
527,1,2,19,15,8,2,2,1,2,4,3,2,4,2,3,2,1,2,1,4,1,1
528,1,2,19,8,8,1,1,1,2,1,3,1,2,1,3,2,4,2,1,4,1,1
529,1,1,22,4,1,1,3,4,4,4,1,1,1,1,4,2,4,2,1,2,1,1
530,1,1,19,10,1,1,4,1,2,4,2,4,1,2,4,1,2,2,1,2,1,2
531,1,2,19,4,1,1,4,2,4,4,1,1,1,1,4,1,3,2,1,3,4,1
532,35,2,22,4,7,1,1,1,5,4,2,1,3,2,3,1,3,2,1,4,1,1
533,1,2,22,12,1,1,2,4,3,2,2,4,1,1,3,1,3,2,1,3,1,1
534,40,2,19,4,9,1,2,4,2,2,1,1,1,1,4,1,4,2,1,1,1,2
535,1,2,20,14,8,1,1,2,1,2,3,2,1,2,2,2,2,2,1,3,1,2
536,40,1,20,10,9,1,1,1,1,1,3,3,2,2,3,2,3,2,1,2,2,2
537,1,2,19,15,1,1,4,4,1,2,2,1,4,1,4,2,3,2,1,1,1,1
538,1,2,18,9,1,1,1,4,1,3,3,3,1,2,4,2,2,2,1,4,1,1
539,1,2,19,9,1,1,1,4,1,1,5,2,3,3,4,1,2,2,1,4,4,1
540,1,1,18,14,1,1,1,1,2,2,3,2,2,2,3,2,2,2,1,2,1,1
541,40,2,21,7,9,2,3,1,1,2,3,3,2,3,2,2,2,1,1,4,1,1
542,18,2,22,7,2,1,4,3,2,4,3,1,2,1,2,1,3,2,3,1,4,2
543,40,1,22,6,9,1,3,1,2,4,3,1,2,2,4,2,4,2,1,1,4,2
544,18,2,23,7,2,1,4,3,2,4,3,1,1,1,3,2,4,2,2,2,4,1
545,40,2,21,9,9,1,1,4,1,2,3,2,2,2,3,2,3,2,1,2,2,2
546,18,2,22,7,2,1,2,4,2,2,3,3,3,2,1,2,2,2,1,4,1,1
547,40,1,21,14,9,1,1,1,2,4,4,2,3,2,2,2,2,1,2,4,2,1
548,40,2,19,3,9,1,1,4,1,4,1,3,1,1,4,1,4,2,1,1,1,2
549,18,2,19,7,2,1,1,1,2,2,4,4,2,3,2,1,4,2,1,4,1,1
550,18,1,21,15,2,1,3,2,2,2,4,3,2,3,1,2,3,2,1,3,1,1
551,40,2,23,11,9,1,4,3,3,4,2,1,1,1,3,2,3,2,2,4,1,2
552,1,2,20,5,1,3,1,4,2,2,3,3,1,2,3,2,3,2,3,4,1,2
553,18,1,23,9,2,1,2,4,3,2,2,1,2,1,3,2,4,2,1,3,1,1
554,1,1,21,8,3,1,1,1,2,3,4,2,3,3,2,1,4,2,2,4,1,2
555,1,1,20,6,3,3,4,3,5,4,4,1,2,1,2,2,3,2,2,2,1,2
556,1,2,22,4,3,3,2,1,4,4,1,4,1,1,4,2,2,2,1,1,1,2
557,42,1,19,4,7,1,1,4,2,2,2,4,1,1,2,1,2,2,1,2,1,1
558,42,2,19,7,7,3,1,2,2,2,5,2,4,2,3,2,3,2,1,4,1,1
559,1,1,19,7,3,1,1,2,5,4,3,3,1,2,3,2,3,2,1,3,1,2
560,1,1,20,9,3,3,1,2,5,4,2,3,1,2,4,2,3,2,1,1,2,2
561,1,1,22,8,3,3,1,2,4,2,2,1,1,1,2,2,3,2,1,1,2,2
562,36,2,22,6,11,3,1,2,2,4,4,2,1,2,2,1,3,2,1,1,1,1
563,2,2,23,4,6,2,2,2,1,2,3,1,3,2,1,2,2,2,2,2,1,1
564,2,2,25,5,6,3,1,1,2,1,4,1,4,1,3,2,3,2,1,3,1,1
565,2,2,22,14,6,3,4,4,5,2,5,1,1,2,4,2,4,1,1,1,1,1
566,2,2,22,17,6,3,1,1,4,4,3,1,4,3,3,2,2,2,1,3,4,2
567,2,2,19,13,6,1,1,2,3,2,1,1,2,2,3,2,2,2,1,4,1,1
568,2,2,21,13,6,3,3,3,5,4,2,1,1,1,2,1,1,2,2,4,1,1
569,13,1,23,10,5,1,4,3,5,4,2,2,1,2,3,2,1,1,2,2,1,1
570,40,2,20,10,9,1,1,1,2,2,3,3,2,2,2,2,3,2,1,4,1,1
571,18,2,19,7,4,1,1,4,2,2,3,3,2,2,3,1,4,2,1,4,1,1
572,2,1,23,10,6,2,3,1,3,4,3,1,1,4,2,2,3,2,1,1,1,1
573,40,1,19,8,9,1,3,1,1,4,3,2,2,2,3,2,3,2,1,4,4,2
574,18,1,20,4,4,2,3,1,2,4,2,1,2,3,3,2,3,2,1,4,4,1
575,40,2,21,16,9,1,1,4,2,2,3,1,2,1,3,2,4,2,1,4,1,2
576,36,2,19,1,10,1,1,1,1,3,3,2,2,3,3,2,3,2,1,4,1,1
577,18,1,23,7,4,2,3,1,3,2,4,1,4,2,2,1,4,2,2,1,1,1
578,18,1,25,15,4,1,3,1,2,4,3,1,2,3,4,2,4,2,2,3,1,1
579,2,1,25,17,6,3,1,1,1,4,3,1,1,1,4,2,3,2,1,1,1,1
580,18,1,28,7,4,1,3,1,5,4,4,2,3,3,2,2,1,2,1,4,1,1
581,2,2,22,14,6,3,3,3,1,2,1,1,2,2,3,2,2,1,1,2,2,2
582,40,2,20,3,8,1,1,4,2,2,2,3,1,1,4,1,3,2,1,1,1,2
583,18,2,19,10,4,2,3,1,4,4,3,4,1,2,4,2,4,2,1,3,4,2
584,40,1,24,12,8,1,4,3,1,4,2,1,1,1,4,2,4,2,1,2,3,2
585,18,1,19,10,4,1,3,4,1,1,3,1,1,4,2,2,2,1,1,3,2,1
586,2,2,19,4,6,3,2,4,1,2,3,3,1,1,2,2,3,2,1,3,1,1
587,40,2,21,9,8,1,2,4,2,2,3,3,2,2,3,1,3,2,1,4,2,2
588,18,1,22,15,4,2,4,3,4,4,2,1,3,1,2,2,2,2,1,4,2,2
589,40,1,23,15,8,1,2,1,1,2,3,4,1,2,3,2,4,2,1,4,1,2
590,18,1,22,16,4,1,1,4,1,3,3,2,2,1,2,1,3,2,1,4,1,1
591,18,2,20,1,4,2,3,4,1,1,3,4,2,3,2,2,4,1,2,4,2,1
592,40,2,19,7,8,1,3,2,1,2,4,3,2,3,3,2,3,1,1,4,2,1
593,36,1,23,4,10,1,4,4,1,4,3,1,1,2,2,2,4,2,1,1,1,2
594,18,2,20,7,4,1,1,1,1,2,4,4,2,2,4,2,4,2,1,4,1,1
595,40,1,22,2,8,1,1,4,1,1,3,2,2,2,2,2,4,2,1,1,4,2
596,36,1,35,4,7,3,1,1,5,4,3,2,2,2,4,1,3,2,2,2,1,1
597,18,2,23,3,4,1,2,4,2,2,1,1,1,1,3,1,4,2,1,3,4,2
598,40,2,21,5,8,1,2,4,2,2,2,4,1,1,4,2,4,2,1,1,1,2
599,18,1,19,8,4,2,1,4,1,1,2,1,1,1,2,1,2,1,1,4,4,1
600,1,2,22,10,5,3,3,4,1,3,2,4,1,2,3,1,2,2,1,3,1,1
601,40,1,19,8,8,1,1,1,3,4,3,3,2,2,3,1,3,2,1,4,2,1
602,47,2,19,10,11,1,1,1,2,4,2,3,2,1,4,2,2,2,1,3,1,1
603,40,2,25,4,8,1,4,3,3,4,2,1,1,1,4,2,3,2,2,2,1,1
604,1,2,23,1,6,3,4,4,1,3,2,1,1,1,4,2,4,2,1,1,1,2
605,47,1,19,10,8,2,3,2,3,4,3,3,1,2,3,2,3,2,1,1,1,1
606,11,2,21,1,1,1,2,1,2,4,3,2,1,3,4,1,1,2,1,4,1,1
607,17,1,21,15,1,1,2,1,2,4,3,1,1,2,4,2,2,2,1,2,1,1
608,47,2,19,16,8,1,1,4,3,4,2,2,1,1,3,2,2,2,1,1,1,1
609,40,1,21,17,8,1,3,1,2,4,3,4,2,2,2,1,4,2,1,4,2,1
610,47,2,19,4,8,1,3,4,3,2,2,2,1,1,3,2,3,2,1,4,1,2
611,11,2,20,7,1,1,1,2,3,2,5,2,1,2,4,2,1,2,1,3,1,2
612,17,2,20,5,1,1,1,4,3,4,2,1,1,2,3,1,2,2,1,2,1,2
613,47,1,20,11,8,1,3,1,2,4,3,2,1,2,3,2,4,2,1,4,1,2
614,1,2,22,9,6,1,2,4,1,1,3,2,1,1,3,2,2,2,2,1,2,2
615,47,2,20,10,8,1,1,4,2,4,2,2,1,2,3,1,2,2,1,2,4,1
616,18,1,24,2,5,1,1,4,4,4,3,1,3,1,4,1,2,2,2,3,1,2
617,11,2,21,7,1,2,1,1,2,4,3,1,3,2,3,2,2,2,2,4,1,1
618,17,1,20,7,1,2,1,4,2,2,3,1,2,1,3,2,4,2,1,2,1,1
619,1,2,25,4,6,1,3,4,3,3,2,1,2,2,3,2,2,2,1,1,1,2
620,47,2,19,2,8,1,1,4,3,2,2,4,1,1,3,1,4,2,1,4,1,1
621,18,1,20,11,5,2,3,4,1,1,3,3,4,2,2,2,1,2,1,4,2,1
622,47,2,20,9,8,1,1,4,3,4,2,2,1,2,3,2,2,2,1,1,1,2
623,1,2,21,4,6,3,3,4,3,2,1,1,1,1,3,2,4,2,1,1,2,2
624,18,1,23,4,5,2,1,4,3,2,2,1,2,1,3,2,3,1,1,3,1,1
625,11,2,20,1,1,1,3,4,4,4,2,1,3,3,4,2,3,2,1,4,1,2
626,17,1,20,4,1,1,3,4,4,1,1,1,1,1,4,2,3,2,2,1,1,2
627,18,2,23,16,5,2,1,4,2,2,3,4,2,1,4,2,4,2,1,4,4,1
628,40,2,22,11,11,1,3,4,1,1,2,2,2,1,3,2,4,2,1,1,2,1
629,18,2,20,2,5,1,1,1,2,2,3,4,2,2,3,1,3,2,1,4,1,1
630,18,2,21,17,5,2,3,2,1,2,3,4,3,4,2,2,4,2,1,3,4,1
631,47,1,19,17,7,2,4,2,3,4,3,1,1,1,4,2,4,2,2,2,1,2
632,18,1,24,5,5,1,1,1,1,1,2,2,1,2,3,2,3,2,2,4,2,1
633,47,1,19,13,7,2,2,3,5,4,4,2,1,2,3,1,4,2,1,4,1,2
634,47,1,19,13,7,2,3,2,1,4,4,2,1,2,3,2,4,2,1,3,1,1
635,18,1,19,13,5,2,3,1,2,2,4,2,3,4,2,2,2,2,1,4,4,1
636,12,2,20,12,6,1,4,3,2,2,4,1,1,2,4,2,4,1,1,1,2,1
637,47,1,18,7,7,2,4,3,5,4,3,1,1,1,2,1,2,2,2,4,1,2
638,12,2,20,7,6,3,1,3,1,2,5,2,4,3,2,2,3,1,1,4,1,1
639,44,2,23,11,11,3,3,1,4,4,1,1,1,2,3,2,4,2,1,2,2,2
640,47,1,19,10,7,2,1,4,5,4,3,4,1,1,3,2,4,2,1,4,1,2
641,47,1,18,7,7,2,1,2,3,4,4,3,1,2,2,2,4,2,1,4,1,1
642,47,2,23,16,7,1,1,4,2,4,5,3,1,1,3,2,3,2,2,2,1,1
643,47,2,22,14,7,3,1,4,1,1,2,1,1,1,2,1,4,2,1,2,1,1
644,47,1,22,5,7,3,1,1,3,4,3,4,1,2,3,2,3,2,1,4,4,1
645,31,1,24,8,7,1,1,1,3,2,3,1,1,1,4,1,3,2,1,2,1,2
646,47,2,22,1,7,3,3,3,5,4,3,1,1,3,3,2,3,2,2,4,1,1
647,31,2,22,9,7,1,1,4,5,3,3,2,1,2,4,1,3,2,1,4,1,1
648,12,1,26,17,6,1,3,3,1,4,3,2,1,2,3,2,4,2,3,4,1,1
649,17,2,19,15,1,1,4,4,1,1,1,1,3,1,4,1,3,2,1,1,1,2
650,11,1,20,10,1,2,1,4,1,2,3,1,2,2,4,1,4,2,1,1,1,2
651,12,2,23,10,6,3,2,4,2,1,4,3,3,2,4,2,3,2,1,2,1,1
652,17,1,22,4,1,1,1,1,4,1,1,2,2,1,4,2,2,1,1,4,1,1
653,11,1,22,3,1,1,2,4,1,1,2,1,2,1,4,2,4,2,1,4,1,1
654,31,1,23,15,7,1,1,1,1,4,3,2,1,2,2,1,3,2,1,3,1,1
655,12,2,21,7,6,1,1,2,2,4,5,1,1,2,4,2,4,2,1,1,2,1
656,17,1,24,14,1,1,1,4,1,1,3,1,2,1,3,2,4,2,1,1,1,2
657,11,1,23,15,1,1,3,4,1,2,3,1,1,1,3,2,4,2,2,2,1,2
658,11,2,19,4,1,1,3,4,1,2,3,2,1,2,3,2,1,2,1,1,1,2
659,17,2,20,11,1,1,4,3,2,4,5,2,1,2,4,2,1,2,1,1,1,1
660,12,1,21,8,6,1,1,4,1,4,5,4,1,1,4,1,3,2,1,4,1,2
661,13,2,25,10,5,2,3,1,4,2,3,2,1,4,3,1,3,1,1,4,1,1
662,11,1,18,15,1,1,3,4,2,4,2,2,1,1,3,2,1,1,2,1,4,2
663,17,1,19,1,1,1,2,1,4,4,2,1,1,2,3,2,1,2,1,1,1,2
664,12,1,21,9,6,3,2,4,2,4,5,1,2,2,4,2,2,2,3,4,1,1
665,47,2,23,17,11,3,1,1,2,2,4,1,1,3,3,2,2,2,1,3,1,1
666,11,1,20,15,1,1,4,3,1,4,2,1,2,1,2,1,1,2,1,1,1,2
667,11,2,23,16,1,1,4,3,1,4,1,1,1,1,4,2,1,2,1,1,1,2
668,36,1,49,16,7,3,1,4,5,2,2,1,1,2,3,2,3,2,2,1,1,2
669,12,1,22,15,6,3,3,4,1,4,4,1,1,4,3,2,3,2,1,3,1,1
670,12,2,21,4,6,1,3,4,5,4,2,3,1,1,3,1,2,2,1,4,3,2
671,46,2,22,17,8,3,1,1,3,2,4,2,3,3,2,2,3,2,1,3,1,1
672,36,1,32,3,7,2,1,1,3,2,2,1,1,2,3,2,4,2,2,4,1,1
673,36,2,19,8,10,3,1,2,2,2,4,2,2,3,2,2,1,2,1,4,1,2
674,36,1,22,13,10,3,3,2,2,4,4,4,2,3,2,1,2,2,1,3,1,1
675,36,1,19,7,10,3,4,3,2,2,4,1,2,1,4,2,2,2,1,1,1,2
676,36,2,22,3,10,3,1,4,1,3,3,1,1,2,2,2,3,2,1,2,1,1
677,36,1,19,7,10,3,4,1,2,1,4,1,2,1,4,2,2,2,1,1,1,2
678,36,1,21,16,10,1,1,1,3,4,3,2,3,4,2,2,2,1,2,2,1,1
679,36,1,20,5,8,2,1,4,1,1,2,1,1,1,2,2,4,2,1,3,1,1
680,36,1,22,6,8,2,1,1,3,4,3,1,1,2,3,1,2,2,1,2,1,1
681,36,2,21,7,8,1,1,2,1,1,3,1,1,2,2,2,4,2,1,1,1,1
682,36,2,20,4,8,2,4,2,2,4,2,2,1,2,2,1,1,2,1,1,1,2
683,38,1,31,14,7,2,1,1,3,4,5,4,1,4,3,2,4,2,2,4,1,2
